id,race,age,sex,marital,satjob,hapmar,life,postlife,educ,degree,paeduc,maeduc,speduc,income,health,hompop,agewed,sibs,paeindex,educindx,maeindex
300,1,60,1,1,1,2,1,NA,20,4,14,14,12,17,1,2,31,2,2,2,2
301,1,46,2,1,3,2,2,1,12,1,12,14,18,15,1,7,19,10,2,2,2
302,1,38,2,1,2,2,1,1,18,4,10,10,19,17,2,3,36,0,1,2,1
303,1,34,2,1,1,1,1,NA,16,4,16,12,12,16,1,2,NA,1,2,2,2
304,1,NA,1,1,1,1,NA,NA,NA,NA,19,12,NA,NA,1,5,27,0,2,NA,2
305,1,28,1,5,1,NA,2,1,17,3,18,16,NA,17,2,3,NA,2,2,2,2
306,1,19,1,5,2,NA,1,2,11,1,14,12,NA,NA,1,5,NA,2,2,1,2
307,1,61,1,1,2,2,2,2,10,0,12,6,12,16,2,2,25,10,2,1,1
308,1,64,2,1,2,1,2,2,8,0,8,8,8,13,3,2,21,8,1,1,1
309,1,40,2,3,1,NA,2,NA,14,1,NA,NA,NA,8,1,3,24,8,NA,2,NA
310,1,65,2,5,NA,NA,1,1,8,0,NA,NA,NA,NA,1,1,NA,8,NA,1,NA
311,1,26,2,1,3,2,3,2,12,1,9,9,12,13,2,3,20,1,1,2,1
312,1,71,1,2,NA,NA,2,2,7,0,NA,6,NA,11,2,1,26,11,NA,1,1
313,1,68,1,1,NA,1,2,2,7,0,NA,NA,8,11,1,2,24,9,NA,1,NA
314,1,49,1,1,1,1,1,2,20,4,12,12,19,17,1,2,23,1,2,2,2
315,1,58,2,1,4,2,2,1,13,1,NA,NA,12,16,3,2,21,1,NA,2,NA
316,1,41,2,1,2,1,2,2,20,4,16,12,18,16,1,5,31,1,2,2,2
317,1,65,1,1,2,1,1,2,15,1,8,14,12,16,2,2,27,1,1,2,2
318,1,51,1,1,1,2,1,NA,16,3,6,7,16,16,1,4,24,2,1,2,1
319,2,25,1,5,2,NA,1,1,12,1,12,12,NA,12,1,6,NA,7,2,2,2
320,2,56,2,1,3,2,1,1,10,0,NA,NA,10,9,1,4,22,6,NA,1,NA
321,2,65,1,1,2,3,2,1,8,0,3,5,8,5,2,2,21,7,1,1,1
322,1,37,2,3,3,NA,2,2,14,2,5,7,NA,13,1,2,21,3,1,2,1
323,1,26,1,1,3,1,2,1,12,1,9,12,12,15,2,2,17,3,1,2,2
324,1,43,2,1,1,1,2,1,17,3,NA,11,20,16,1,4,22,3,NA,2,1
325,1,23,1,5,2,NA,1,1,16,3,NA,12,NA,11,1,2,NA,2,NA,2,2
326,1,45,2,1,2,1,2,1,14,2,9,8,11,16,2,3,18,13,1,2,1
327,2,61,2,1,2,1,1,1,5,0,NA,NA,6,NA,4,2,15,5,NA,1,NA
328,1,57,2,5,2,NA,2,1,12,1,8,12,NA,NA,1,2,NA,6,1,2,2
329,1,31,1,5,3,NA,1,1,16,3,8,10,NA,12,2,2,NA,2,1,2,1
330,1,63,2,3,1,NA,3,1,5,0,NA,NA,NA,3,4,1,28,4,NA,1,NA
331,2,45,2,3,2,NA,2,2,12,1,NA,12,NA,4,3,2,18,10,NA,2,2
332,2,31,2,5,2,NA,2,2,14,1,12,12,NA,7,2,1,NA,3,2,2,2
333,1,22,1,1,2,1,2,2,12,1,16,13,12,11,2,2,21,5,2,2,2
334,1,30,1,3,2,NA,2,2,12,1,9,9,NA,5,2,1,21,6,1,2,1
335,1,21,2,1,2,1,1,1,12,1,14,15,16,9,1,1,20,2,2,2,2
336,1,21,2,5,2,NA,1,1,14,1,12,12,NA,4,2,2,NA,5,2,2,2
337,1,23,1,5,1,NA,2,2,11,1,8,12,NA,5,2,1,NA,1,1,1,2
338,1,25,1,1,1,1,2,1,14,1,12,12,12,15,2,4,20,1,2,2,2
339,1,43,2,1,1,2,1,2,13,1,NA,8,12,NA,2,4,23,0,NA,2,1
340,1,53,1,1,2,1,2,1,12,1,12,12,12,17,1,2,22,7,2,2,2
341,1,54,2,1,1,1,2,1,8,0,NA,8,7,16,2,4,19,9,NA,1,1
342,1,26,2,1,3,2,2,1,12,1,12,12,12,13,2,3,21,2,2,2,2
343,1,27,1,1,2,1,1,1,12,1,16,12,12,10,2,5,20,3,2,2,2
344,1,41,2,1,1,1,2,2,12,1,12,12,15,NA,1,6,22,6,2,2,2
345,1,57,2,4,3,NA,1,1,13,1,NA,12,NA,NA,3,3,45,2,NA,2,2
346,2,43,2,5,3,NA,2,NA,16,3,12,12,NA,12,1,1,NA,2,2,2,2
347,1,35,1,1,1,1,1,NA,18,4,12,12,16,16,2,4,23,3,2,2,2
348,2,31,2,1,1,1,NA,2,16,3,NA,12,16,15,1,4,26,2,NA,2,2
349,2,49,1,1,NA,1,1,1,13,1,12,7,12,NA,3,2,30,12,2,2,1
350,2,37,1,1,4,2,1,1,14,1,NA,NA,12,16,3,4,19,2,NA,2,NA
351,1,21,1,5,2,NA,1,1,13,1,12,13,NA,3,3,2,NA,3,2,2,2
352,1,22,2,5,1,NA,1,1,15,1,12,12,NA,9,1,2,NA,2,2,2,2
353,1,28,2,5,1,NA,2,2,14,2,12,10,NA,10,2,1,NA,3,2,2,1
354,2,30,1,3,2,NA,1,2,14,2,12,12,NA,15,1,1,21,0,2,2,2
355,1,25,2,1,1,2,1,1,14,2,12,8,14,10,2,2,23,3,2,2,1
356,1,33,1,3,2,NA,1,1,12,1,8,11,NA,15,3,1,19,2,1,2,1
357,1,36,2,1,3,2,2,1,12,1,NA,11,12,15,3,4,21,0,NA,2,1
358,2,20,2,5,3,NA,1,2,12,1,NA,NA,NA,10,2,5,NA,2,NA,2,NA
359,1,NA,2,1,NA,3,2,1,12,0,NA,NA,12,NA,4,2,17,2,NA,2,NA
360,1,39,2,3,1,NA,1,2,12,1,10,12,NA,NA,1,1,17,2,1,2,2
361,1,80,1,1,NA,1,2,1,4,0,8,NA,7,NA,2,2,24,2,1,1,NA
362,1,56,2,1,3,1,2,2,12,1,NA,NA,10,13,2,2,20,2,NA,2,NA
363,2,51,1,1,1,2,3,2,3,0,NA,NA,6,NA,2,3,21,8,NA,1,NA
364,2,25,2,5,2,NA,1,NA,12,0,8,NA,NA,8,3,3,NA,6,1,2,NA
365,2,30,2,4,4,NA,2,NA,11,0,0,4,NA,4,1,4,23,7,NA,1,1
366,2,28,2,4,1,NA,3,1,9,0,NA,12,NA,2,3,3,19,6,NA,1,2
367,2,19,1,5,NA,NA,2,1,12,1,NA,NA,NA,NA,1,4,NA,2,NA,2,NA
368,2,33,2,5,3,NA,2,1,12,1,NA,10,NA,8,2,3,NA,14,NA,2,1
369,1,21,1,5,3,NA,2,1,11,1,7,12,NA,16,2,3,NA,3,1,1,2
370,1,27,1,4,1,NA,1,2,12,1,NA,12,NA,17,2,1,22,1,NA,2,2
371,1,56,2,1,2,1,1,1,8,0,NA,0,8,16,1,3,19,3,NA,1,NA
372,1,27,2,1,1,1,2,2,13,1,NA,12,6,12,1,3,NA,3,NA,2,2
373,1,74,2,2,NA,NA,2,1,10,0,NA,NA,NA,11,2,2,20,0,NA,1,NA
374,1,42,2,1,1,1,2,2,9,0,NA,NA,8,15,2,4,20,3,NA,1,NA
375,1,45,1,1,4,1,2,NA,6,0,12,NA,10,7,2,5,32,1,2,1,NA
376,1,22,2,1,3,1,1,1,13,1,12,12,12,12,3,3,20,1,2,2,2
377,1,40,1,1,NA,1,3,2,8,0,8,3,4,1,2,4,21,2,1,1,1
378,1,29,2,5,4,NA,1,1,14,2,14,15,NA,10,2,1,NA,3,2,2,2
379,1,20,1,5,4,NA,2,1,10,0,NA,NA,NA,1,1,1,NA,3,NA,1,NA
380,1,32,2,1,3,2,1,1,11,0,NA,10,7,10,4,2,19,0,NA,1,1
381,1,57,2,3,1,NA,1,2,12,1,12,12,NA,15,2,7,19,8,2,2,2
382,1,55,1,1,1,1,1,1,12,1,NA,NA,12,17,1,3,24,0,NA,2,NA
383,1,70,2,2,NA,NA,2,1,10,1,8,8,NA,8,2,1,25,5,1,1,1
384,1,76,2,5,NA,NA,2,2,13,1,0,0,NA,7,2,1,NA,5,NA,2,NA
385,1,42,2,1,1,2,1,1,14,1,15,12,12,15,2,6,17,4,2,2,2
386,1,21,1,5,2,NA,2,NA,14,1,12,12,NA,15,2,5,NA,2,2,2,2
387,1,63,1,5,3,NA,2,1,18,4,NA,0,NA,15,3,1,NA,4,NA,2,NA
388,1,36,2,1,2,1,1,1,13,1,7,10,19,17,2,3,20,2,1,2,1
389,1,53,1,1,2,1,1,2,20,4,12,12,12,17,2,5,26,2,2,2,2
390,1,39,2,3,1,NA,1,NA,14,2,16,14,NA,12,2,3,19,2,2,2,2
391,NA,57,1,1,2,1,1,1,18,4,12,12,16,17,2,4,28,1,2,2,2
392,1,46,2,1,3,1,1,NA,12,1,9,9,12,16,1,5,19,2,1,2,1
393,1,21,2,5,3,NA,2,2,13,1,16,16,NA,13,3,4,NA,4,2,2,2
394,1,29,2,1,NA,1,1,1,12,1,NA,NA,12,13,2,5,18,7,NA,2,NA
395,1,28,1,5,2,NA,2,1,16,3,16,16,NA,9,1,2,NA,3,2,2,2
396,1,36,1,4,1,NA,2,2,14,1,12,12,NA,16,2,1,24,3,2,2,2
397,1,32,2,4,2,NA,2,1,12,1,12,13,NA,15,1,2,21,2,2,2,2
398,1,34,1,1,4,2,2,2,9,0,NA,12,10,10,4,4,18,5,NA,1,2
399,1,19,1,5,3,NA,2,1,7,0,NA,NA,NA,2,2,2,NA,9,NA,1,NA
400,1,22,1,5,1,NA,1,NA,12,1,18,16,NA,2,2,1,NA,1,2,2,2
401,1,29,2,4,2,NA,1,1,13,1,8,14,NA,5,2,8,24,9,1,2,2
402,1,44,2,4,3,NA,2,1,10,0,7,9,NA,1,2,3,17,6,1,1,1
403,2,21,2,5,3,NA,1,1,16,1,16,16,NA,1,3,2,NA,6,2,2,2
404,1,23,2,5,NA,NA,2,1,12,1,14,12,NA,8,2,1,NA,4,2,2,2
405,1,67,2,1,2,2,2,1,11,0,7,12,9,7,2,2,16,5,1,1,2
406,1,38,2,1,1,1,1,1,15,1,8,6,13,15,3,5,21,4,1,2,1
407,1,60,2,1,3,2,2,1,12,1,10,9,12,11,2,3,19,2,1,2,1
408,1,55,1,1,1,1,1,1,17,4,6,14,15,15,1,6,25,2,1,2,2
409,1,24,2,1,2,1,1,1,14,2,14,12,13,15,1,3,23,8,2,2,2
410,1,65,2,2,1,NA,2,2,12,1,12,8,NA,9,2,1,24,4,2,2,1
411,1,21,2,5,4,NA,1,2,12,1,NA,8,NA,8,2,2,NA,2,NA,2,1
412,1,30,2,5,2,NA,1,2,13,1,12,12,NA,17,2,6,NA,7,2,2,2
413,1,69,2,2,NA,NA,3,NA,10,0,NA,NA,NA,6,1,1,22,3,NA,1,NA
414,1,26,2,5,NA,NA,2,2,15,2,14,12,NA,15,1,2,NA,2,2,2,2
415,1,28,2,5,2,NA,NA,1,12,1,NA,12,NA,NA,3,1,NA,1,NA,2,2
416,1,24,2,2,NA,NA,1,1,14,1,9,12,NA,10,3,2,20,0,1,2,2
417,1,43,1,1,1,1,1,1,12,1,6,9,14,14,1,3,23,1,1,2,1
418,1,47,2,2,1,NA,1,1,11,0,NA,8,NA,10,1,1,19,4,NA,1,1
419,1,61,1,1,2,1,2,NA,11,0,8,8,7,8,2,2,38,3,1,1,1
420,1,24,1,1,2,1,2,NA,12,1,10,12,12,15,2,2,22,5,1,2,2
421,1,21,1,5,1,NA,3,1,10,0,NA,NA,NA,2,1,3,NA,2,NA,1,NA
422,1,37,1,1,2,1,1,2,19,3,12,12,16,17,1,6,23,4,2,2,2
423,1,56,2,1,NA,1,1,1,16,3,16,12,14,17,3,3,22,2,2,2,2
424,1,48,1,1,1,1,1,1,18,4,12,12,14,17,1,4,26,1,2,2,2
425,1,81,2,1,NA,1,3,1,8,0,3,8,8,11,4,2,22,6,1,1,1
426,1,52,1,1,2,2,2,1,14,1,6,10,8,16,2,4,29,3,1,2,1
427,1,48,2,1,1,2,2,1,12,1,10,12,12,16,1,2,18,7,1,2,2
428,1,76,1,1,NA,1,2,2,7,0,NA,NA,NA,9,3,3,32,8,NA,1,NA
429,1,56,1,3,1,NA,2,1,15,1,16,10,NA,16,2,2,30,2,2,2,1
430,1,48,2,1,1,1,2,1,9,0,6,6,7,NA,3,5,18,3,1,1,1
431,1,49,2,1,1,1,1,1,12,1,8,8,12,16,1,3,19,5,1,2,1
432,1,37,2,1,1,1,1,1,12,1,12,11,12,15,2,4,20,1,2,2,1
433,1,33,1,1,4,2,1,1,12,1,12,12,12,15,2,2,31,3,2,2,2
434,1,35,1,1,2,1,1,NA,20,4,12,8,16,15,1,2,34,3,2,2,1
435,1,22,1,5,2,NA,1,1,12,1,14,12,NA,9,2,1,NA,4,2,2,2
436,1,62,2,2,NA,NA,1,1,0,0,NA,0,NA,3,4,1,21,3,NA,NA,NA
437,1,70,2,2,NA,NA,2,1,14,1,6,9,NA,3,2,1,35,3,1,2,1
438,2,39,2,2,2,NA,2,1,11,0,NA,NA,NA,2,3,4,16,16,NA,1,NA
439,NA,35,2,1,2,3,2,1,2,0,NA,NA,0,4,2,5,20,10,NA,1,NA
440,1,41,2,4,1,NA,1,1,12,1,9,10,NA,5,1,2,37,3,1,2,1
441,1,63,2,1,1,1,1,1,12,1,12,12,11,14,2,2,23,6,2,2,2
442,1,22,2,5,NA,NA,1,2,15,1,12,12,NA,17,1,3,NA,2,2,2,2
443,1,69,2,2,NA,NA,2,NA,12,1,6,10,NA,14,2,1,22,7,1,2,1
444,1,67,2,1,NA,2,2,1,11,0,NA,8,10,15,2,2,18,2,NA,1,1
445,1,71,1,2,2,NA,1,1,8,0,0,8,NA,9,3,1,28,6,NA,1,1
446,1,29,1,1,2,1,1,1,10,0,8,8,12,11,2,4,19,3,1,1,1
447,1,30,2,1,1,1,2,1,15,1,12,10,14,13,2,5,19,1,2,2,1
448,1,39,1,1,1,1,1,1,14,1,12,16,12,16,2,5,23,1,2,2,2
449,1,24,2,5,4,NA,1,1,12,1,NA,11,NA,NA,2,1,NA,2,NA,2,1
450,1,47,2,2,3,NA,2,2,12,1,NA,10,NA,10,2,1,22,1,NA,2,1
451,1,56,1,1,3,1,1,2,12,1,NA,NA,12,9,2,2,21,4,NA,2,NA
452,1,37,1,1,1,2,2,1,12,1,10,12,11,8,2,2,25,1,1,2,2
453,1,23,1,5,4,NA,1,1,16,3,NA,3,NA,10,1,2,NA,4,NA,2,1
454,1,28,2,1,2,2,2,2,12,1,8,12,10,14,2,3,24,3,1,2,2
455,1,77,2,1,NA,1,1,1,14,1,13,10,14,12,2,2,22,2,2,2,1
456,1,24,1,5,1,NA,1,1,16,3,12,12,NA,14,2,1,NA,1,2,2,2
457,1,76,2,3,1,NA,1,1,12,1,NA,NA,NA,5,1,1,27,5,NA,2,NA
458,1,24,2,5,1,NA,2,1,13,1,12,12,NA,10,2,2,NA,3,2,2,2
459,2,30,2,5,1,NA,2,1,12,1,12,8,NA,5,3,3,NA,3,2,2,1
460,2,23,1,5,1,NA,1,1,12,1,12,12,NA,8,1,5,NA,14,2,2,2
461,1,46,2,1,2,1,2,1,12,1,9,10,12,10,2,3,21,3,1,2,1
462,2,52,2,2,1,NA,1,2,11,0,NA,13,NA,4,2,1,24,4,NA,1,2
463,1,65,2,1,2,1,2,1,15,1,NA,12,20,16,1,2,27,4,NA,2,2
464,1,54,1,1,2,2,1,1,12,1,NA,12,12,NA,3,2,27,3,NA,2,2
465,1,28,2,1,1,2,2,1,12,1,12,NA,12,12,1,4,19,4,2,2,NA
466,1,37,2,3,1,NA,1,1,12,1,10,12,NA,15,1,4,19,1,1,2,2
467,1,48,2,1,2,1,2,NA,10,0,12,10,8,15,2,3,16,4,2,1,1
468,1,74,1,5,NA,NA,3,NA,8,0,NA,12,NA,10,3,1,NA,1,NA,1,2
469,1,28,2,1,1,1,2,NA,12,1,NA,12,10,14,2,3,17,4,NA,2,2
470,1,24,2,1,3,1,2,1,12,1,12,12,11,11,3,4,19,5,2,2,2
471,1,44,1,1,1,1,2,1,12,1,10,NA,12,16,2,5,21,3,1,2,NA
472,1,26,2,1,1,2,2,1,16,3,12,12,16,14,1,4,21,2,2,2,2
473,1,58,2,1,3,2,2,2,12,1,NA,NA,8,16,2,3,26,2,NA,2,NA
474,1,38,2,1,2,1,1,1,12,1,12,12,12,13,1,7,19,2,2,2,2
475,1,50,1,1,1,1,1,1,16,3,10,4,12,17,1,3,24,2,1,2,1
476,1,43,2,1,1,1,1,1,16,3,20,18,12,15,1,4,20,2,2,2,2
477,1,19,1,5,NA,NA,2,1,10,0,16,16,NA,15,1,6,NA,3,2,1,2
478,1,67,1,2,NA,NA,3,1,8,0,NA,NA,NA,9,3,1,28,10,NA,1,NA
479,1,30,2,5,1,NA,2,1,16,3,10,12,NA,13,2,2,NA,2,1,2,2
480,1,46,2,2,1,NA,2,1,12,1,12,10,NA,NA,1,2,18,3,2,2,1
481,1,19,1,5,2,NA,2,1,12,1,NA,NA,NA,NA,2,5,NA,5,NA,2,NA
482,1,21,2,5,1,NA,2,2,12,1,12,12,NA,NA,2,3,NA,3,2,2,2
483,1,37,2,1,3,3,2,1,12,1,11,9,14,16,2,5,20,5,1,2,1
484,1,46,1,1,NA,1,1,1,12,1,8,8,12,17,1,3,22,14,1,2,1
485,1,40,2,1,2,2,2,1,12,1,14,12,12,16,2,3,19,5,2,2,2
486,1,61,1,1,1,1,3,1,6,0,7,0,3,16,1,1,21,6,1,1,NA
487,1,25,1,5,1,NA,1,2,15,2,11,10,NA,16,2,3,NA,2,1,2,1
488,1,23,2,5,NA,NA,2,1,13,1,12,12,NA,NA,1,4,NA,1,2,2,2
489,1,50,1,1,4,2,2,NA,12,1,NA,12,16,15,2,4,29,1,NA,2,2
490,1,61,1,1,2,2,2,1,11,0,NA,NA,12,15,2,2,23,3,NA,1,NA
491,1,48,2,1,1,1,1,1,10,0,6,6,10,15,2,2,17,7,1,1,1
492,1,45,1,1,2,2,1,1,14,1,16,12,13,17,3,2,21,1,2,2,2
493,1,28,1,1,2,1,1,1,16,3,16,12,16,16,2,3,24,0,2,2,2
494,1,69,2,3,NA,NA,1,1,16,3,20,12,NA,11,2,1,22,2,2,2,2
495,1,36,2,1,3,3,2,1,12,1,9,12,14,15,1,6,21,2,1,2,2
496,1,45,2,1,1,1,1,1,18,4,11,10,14,17,1,5,23,1,1,2,1
497,1,39,2,3,1,NA,1,1,16,3,NA,12,NA,13,2,3,22,2,NA,2,2
498,1,23,2,5,2,NA,2,1,13,1,NA,NA,NA,NA,3,3,NA,3,NA,2,NA
499,1,24,2,1,1,1,1,2,12,1,9,12,12,15,2,3,20,2,1,2,2
500,1,44,2,1,1,1,2,1,12,1,NA,11,12,NA,2,4,19,4,NA,2,1
501,1,35,2,1,1,1,2,1,14,1,12,14,12,16,2,3,23,1,2,2,2
502,1,53,1,1,3,2,2,2,5,0,NA,0,5,14,3,3,24,3,NA,1,NA
503,1,38,1,1,1,1,1,1,16,3,9,12,15,16,2,4,21,5,1,2,2
504,1,49,2,3,1,NA,1,NA,10,0,NA,12,NA,14,2,5,17,4,NA,1,2
505,1,62,1,1,NA,1,2,1,12,1,NA,NA,12,10,3,3,21,3,NA,2,NA
506,2,58,1,2,NA,NA,3,1,5,0,NA,NA,NA,NA,4,1,18,13,NA,1,NA
507,2,28,2,1,1,1,1,1,11,1,11,11,12,12,3,5,17,7,1,1,1
508,1,77,2,2,1,NA,2,2,8,0,0,0,NA,3,2,1,32,11,NA,1,NA
509,2,39,2,4,3,NA,3,1,12,0,9,3,NA,10,4,4,20,11,1,2,1
510,2,47,2,1,2,2,2,1,11,0,NA,NA,10,11,2,3,21,12,NA,1,NA
511,1,32,2,1,2,2,2,1,15,1,12,12,13,13,2,4,23,2,2,2,2
512,1,32,1,1,1,1,2,2,12,1,11,12,19,16,2,3,26,2,1,2,2
513,1,60,2,1,1,1,1,1,12,1,NA,8,14,17,1,2,24,0,NA,2,1
514,1,25,1,1,2,2,2,2,13,1,11,12,12,9,1,2,24,1,1,2,2
515,1,35,2,5,2,NA,2,1,19,4,12,12,NA,14,1,1,NA,4,2,2,2
516,1,74,2,1,1,1,2,1,8,0,NA,NA,8,14,1,2,17,9,NA,1,NA
517,1,31,1,1,2,1,2,1,11,0,10,NA,10,10,2,4,25,1,1,1,NA
518,1,34,1,1,2,2,2,1,16,3,12,8,12,15,2,6,23,2,2,2,1
519,1,78,1,1,NA,2,1,1,15,1,12,12,12,16,3,2,27,2,2,2,2
520,1,52,2,1,2,1,2,2,16,3,8,8,16,17,1,3,25,10,1,2,1
521,1,32,1,1,1,2,2,1,16,3,12,12,12,15,2,4,27,0,2,2,2
522,1,48,1,1,2,1,1,1,14,1,8,8,12,16,1,5,22,1,1,2,1
523,1,22,1,5,2,NA,2,1,12,1,12,12,NA,NA,2,4,NA,2,2,2,2
524,1,33,1,1,1,1,1,1,16,3,16,12,16,15,2,2,30,5,2,2,2
525,1,76,2,2,1,NA,2,1,11,0,10,8,NA,5,3,1,19,1,1,1,1
526,1,80,2,2,1,NA,2,2,10,0,6,6,NA,NA,2,1,21,10,1,1,1
527,1,88,2,2,3,NA,2,1,9,0,6,0,NA,5,4,1,28,4,1,1,NA
528,1,19,1,5,NA,NA,2,2,11,0,16,12,NA,15,1,4,NA,4,2,1,2
529,1,37,1,1,NA,1,2,2,10,0,8,12,12,6,3,5,19,5,1,1,2
530,2,35,1,3,1,NA,2,1,16,3,12,12,NA,14,2,1,27,1,2,2,2
531,1,64,2,1,1,2,1,1,16,3,13,13,12,15,1,2,NA,NA,2,2,2
532,1,72,2,2,2,NA,2,1,12,1,NA,6,NA,16,2,1,23,2,NA,2,1
533,1,47,2,1,2,1,1,1,14,1,8,8,14,17,3,3,21,9,1,2,1
534,1,49,2,1,1,1,2,1,12,1,12,12,12,14,2,2,18,0,2,2,2
535,1,78,2,1,2,1,2,1,8,0,6,7,12,7,2,2,22,3,1,1,1
536,1,61,2,1,1,1,1,1,12,1,8,8,12,13,3,2,18,4,1,2,1
537,1,76,2,2,2,NA,3,2,6,0,0,0,NA,4,4,1,18,9,NA,1,NA
538,1,67,2,5,2,NA,2,1,12,1,8,8,NA,2,2,1,NA,1,1,2,1
539,1,83,2,2,NA,NA,1,1,10,0,6,8,NA,5,2,1,18,0,1,1,1
540,1,21,2,1,2,1,1,1,12,1,13,12,11,14,2,3,18,2,2,2,2
541,1,68,2,2,NA,NA,1,1,12,1,8,8,NA,9,1,1,24,11,1,2,1
542,1,25,1,5,2,NA,2,NA,12,1,11,9,NA,11,1,1,NA,3,1,2,1
543,1,65,1,5,NA,NA,2,1,8,0,9,8,NA,13,1,1,NA,5,1,1,1
544,1,47,2,3,2,NA,2,2,11,0,8,12,NA,5,3,2,24,1,1,1,2
545,1,27,1,1,NA,2,2,1,14,1,14,12,16,10,1,2,22,4,2,2,2
546,1,37,1,3,3,NA,2,1,11,0,6,8,NA,8,3,1,24,2,1,1,1
547,1,64,1,1,NA,2,2,1,7,0,0,8,12,9,3,2,25,2,NA,1,1
548,1,38,1,3,2,NA,1,NA,17,4,9,12,NA,11,1,1,21,2,1,2,2
549,1,44,1,1,2,2,2,1,12,1,12,12,12,9,3,4,17,1,2,2,2
550,1,23,1,1,2,1,1,1,16,3,18,16,15,10,1,2,21,2,2,2,2
551,1,35,2,5,3,NA,2,2,12,1,12,11,NA,6,2,1,NA,2,2,2,1
552,1,52,1,1,1,1,2,1,12,1,12,12,12,16,2,3,24,2,2,2,2
553,2,38,1,1,2,2,2,1,14,2,8,8,12,10,2,1,21,8,1,2,1
554,1,21,2,3,1,NA,2,1,11,1,13,12,NA,5,2,2,17,1,2,1,2
555,1,29,2,1,2,1,2,1,10,0,NA,10,12,10,1,3,17,5,NA,1,1
556,1,19,1,5,2,NA,1,1,12,1,12,14,NA,17,2,3,NA,1,2,2,2
557,1,32,1,1,1,1,2,1,16,3,NA,11,16,14,2,3,26,3,NA,2,1
558,1,66,2,1,NA,2,3,1,10,0,8,8,8,6,2,2,18,4,1,1,1
559,1,24,2,1,2,1,2,2,12,1,8,8,12,14,2,3,19,5,1,2,1
560,1,20,1,5,3,NA,1,1,13,1,12,12,NA,10,1,3,NA,2,2,2,2
561,1,75,2,1,NA,1,1,1,13,1,6,8,12,13,2,2,26,4,1,2,1
562,1,25,2,1,3,1,1,1,16,3,16,12,16,15,1,2,24,7,2,2,2
563,1,58,2,3,3,NA,2,1,10,0,10,10,NA,1,4,2,NA,8,1,1,1
564,1,35,2,1,2,1,1,1,16,3,12,12,19,17,1,3,24,4,2,2,2
565,1,32,2,1,1,1,1,1,13,1,12,12,15,16,1,2,20,3,2,2,2
566,1,40,2,3,2,NA,2,1,19,4,NA,12,NA,14,1,1,25,1,NA,2,2
567,1,24,2,5,2,NA,1,1,16,3,12,12,NA,11,1,2,NA,4,2,2,2
568,1,60,2,2,3,NA,2,2,14,1,11,12,NA,10,1,1,19,1,1,2,2
569,1,24,2,5,3,NA,1,1,16,3,16,12,NA,9,2,2,NA,5,2,2,2
570,1,24,2,1,NA,1,1,1,10,0,10,10,10,3,3,3,17,2,1,1,1
571,1,23,1,1,4,1,1,1,12,1,10,14,12,10,2,3,17,4,1,2,2
572,1,56,2,1,1,1,1,1,5,0,NA,NA,NA,13,2,3,29,3,NA,1,NA
573,1,29,1,3,2,NA,2,NA,15,1,16,18,NA,13,NA,1,20,3,2,2,2
574,1,20,1,5,4,NA,2,1,11,0,12,11,NA,7,1,1,NA,3,2,1,1
575,2,89,2,2,3,NA,1,1,9,0,0,0,NA,NA,2,1,15,18,NA,1,NA
576,2,23,2,5,3,NA,2,1,12,1,12,12,NA,NA,1,6,NA,5,2,2,2
577,2,70,2,2,2,NA,2,1,12,1,8,4,NA,2,4,1,29,9,1,2,1
578,1,24,2,1,1,3,2,1,7,0,8,8,9,6,3,4,16,7,1,1,1
579,2,42,1,1,1,1,1,2,10,0,7,10,11,8,2,5,24,10,1,1,1
580,1,62,1,5,1,NA,1,1,8,0,8,10,NA,8,4,1,NA,8,1,1,1
581,1,24,1,3,2,NA,3,2,12,1,NA,15,NA,11,3,3,19,4,NA,2,2
582,1,26,2,1,1,1,2,1,10,0,8,10,10,3,2,4,19,2,1,1,1
583,1,29,2,3,3,NA,2,1,14,1,12,12,NA,14,1,2,21,10,2,2,2
584,1,23,2,5,2,NA,1,1,16,3,12,12,NA,10,3,2,NA,3,2,2,2
585,1,43,1,4,2,NA,2,1,12,1,12,12,NA,15,2,2,24,10,2,2,2
586,1,23,2,5,2,NA,2,1,16,3,12,12,NA,7,2,1,NA,4,2,2,2
587,1,23,1,5,3,NA,1,2,12,1,12,12,NA,16,3,1,NA,1,2,2,2
588,1,25,2,5,1,NA,1,1,14,2,16,15,NA,11,3,1,NA,1,2,2,2
589,1,26,2,1,1,1,1,1,13,1,16,12,12,13,1,4,19,3,2,2,2
590,1,26,1,5,1,NA,1,2,12,1,NA,12,NA,3,3,1,NA,2,NA,2,2
591,1,35,2,5,1,NA,2,1,14,2,8,12,NA,16,1,4,NA,4,1,2,2
592,1,82,2,2,NA,NA,2,NA,10,0,NA,6,NA,4,2,1,19,2,NA,1,1
593,1,21,2,1,NA,1,1,1,12,1,13,12,12,8,1,3,19,2,2,2,2
594,1,37,1,3,3,NA,1,1,10,1,8,9,NA,15,1,2,NA,4,1,1,1
595,1,32,1,3,2,NA,1,1,10,0,NA,NA,NA,4,3,3,19,1,NA,1,NA
596,1,75,1,2,NA,NA,1,1,12,1,12,12,NA,6,2,1,26,3,2,2,2
597,1,72,1,1,NA,2,1,1,10,0,3,3,10,10,3,5,23,NA,1,1,1
598,1,24,2,5,1,NA,1,1,12,1,12,8,NA,15,2,2,NA,7,2,2,1
